"GEO_ID","NAME","B14001_001E","B14001_001M","B14001_002E","B14001_002M","B14001_003E","B14001_003M","B14001_004E","B14001_004M","B14001_005E","B14001_005M","B14001_006E","B14001_006M","B14001_007E","B14001_007M","B14001_008E","B14001_008M","B14001_009E","B14001_009M","B14001_010E","B14001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Enrolled in school","Margin of Error!!Total!!Enrolled in school","Estimate!!Total!!Enrolled in school!!Enrolled in nursery school, preschool","Margin of Error!!Total!!Enrolled in school!!Enrolled in nursery school, preschool","Estimate!!Total!!Enrolled in school!!Enrolled in kindergarten","Margin of Error!!Total!!Enrolled in school!!Enrolled in kindergarten","Estimate!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 4","Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 4","Estimate!!Total!!Enrolled in school!!Enrolled in grade 5 to grade 8","Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 5 to grade 8","Estimate!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12","Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12","Estimate!!Total!!Enrolled in school!!Enrolled in college, undergraduate years","Margin of Error!!Total!!Enrolled in school!!Enrolled in college, undergraduate years","Estimate!!Total!!Enrolled in school!!Graduate or professional school","Margin of Error!!Total!!Enrolled in school!!Graduate or professional school","Estimate!!Total!!Not enrolled in school","Margin of Error!!Total!!Not enrolled in school"
"0500000US05145","White County, Arkansas","75890","656","22629","1747","1056","529","964","642","3484","1075","5235","972","3811","757","6349","1129","1730","1133","53261","1632"
"0500000US06001","Alameda County, California","1590501","2282","419256","5814","27772","2114","20422","2428","75558","3078","75105","3243","75106","2421","110318","4515","34975","3243","1171245","6432"
"0500000US06007","Butte County, California","220040","916","67596","2499","3446","953","3040","815","10988","1421","8887","1592","11904","1321","27729","2075","1602","803","152444","2330"
"0500000US06013","Contra Costa County, California","1099760","2165","298733","5616","21010","2220","15555","2085","57367","2662","60452","2750","63902","2030","69073","4546","11374","1915","801027","5589"
"0500000US06017","El Dorado County, California","180829","531","42167","2014","2618","697","2234","699","9737","1128","8107","1269","8930","1050","8170","1502","2371","1094","138662","1997"
"0500000US06019","Fresno County, California","933879","2389","295013","4770","16228","2246","17114","2631","59138","3676","65455","3834","61692","2642","66319","3484","9067","1596","638866","4594"
"0500000US06023","Humboldt County, California","132729","716","36601","2038","1816","606","1334","545","5832","1256","6404","1024","6347","826","13524","1826","1344","502","96128","1962"
"0500000US06025","Imperial County, California","171575","1000","56865","2699","3780","913","4239","1203","9343","1279","11309","1519","12982","1489","14225","2379","987","525","114710","2659"
"0500000US06029","Kern County, California","841501","2135","253542","5231","10325","1835","13870","2011","55159","3693","59998","3488","57644","2508","49849","4351","6697","1590","587959","5488"
"0500000US06031","Kings County, California","142818","1019","44026","2014","1890","738","1971","823","8420","1208","9734","1509","13039","1518","8564","1594","408","264","98792","1928"
"0500000US06033","Lake County, California","62618","441","14830","1014","1163","539","561","361","4029","937","2683","772","2838","634","3327","926","229","236","47788","997"
"0500000US06037","Los Angeles County, California","9769241","6621","2676796","17189","162028","7143","132546","6147","472778","6808","485876","7412","549185","7421","731543","11417","142840","6436","7092445","16309"
"0500000US06039","Madera County, California","146845","1072","41509","1638","1140","541","2912","1071","8530","1325","9565","1577","10127","1017","8468","1510","767","492","105336","1953"
"0500000US06041","Marin County, California","252768","1455","62074","2651","4331","1179","2841","1191","11963","1741","13557","1400","12300","1338","14158","1861","2924","906","190694","2402"
"0500000US06045","Mendocino County, California","84587","574","20219","1317","1034","477","911","495","4367","1114","4916","1041","4745","775","3608","847","638","417","64368","1207"
"0500000US06047","Merced County, California","256493","1448","89581","3135","6316","1301","5819","1433","18039","2310","15833","2115","19714","1454","21726","2692","2134","858","166912","2847"
"0500000US06053","Monterey County, California","416770","1421","123204","3676","5733","1282","6505","1434","24745","2013","25863","2076","27000","2005","28902","2728","4456","1220","293566","3760"
"0500000US06055","Napa County, California","137717","794","34181","1808","1318","573","2682","874","5273","1072","6940","1143","6754","1001","9585","1333","1629","563","103536","1775"
"0500000US06057","Nevada County, California","97008","518","21143","1286","1492","616","576","453","3556","880","4058","900","5816","1333","4945","1219","700","297","75865","1241"
"0500000US06059","Orange County, California","3063415","3660","854437","7700","51479","3844","39706","2948","146444","4947","162874","4797","175404","3841","230555","6590","47975","4311","2208978","7533"
"0500000US06061","Placer County, California","368317","1049","95240","2737","6531","1315","5282","1176","17599","1595","21089","1854","20592","1329","20507","2528","3640","962","273077","2710"
"0500000US06065","Riverside County, California","2295368","3524","674316","8642","28388","2887","34002","3871","132593","5163","141412","5423","151765","3956","157410","6846","28746","2650","1621052","8812"
"0500000US06067","Sacramento County, California","1454167","2502","395355","4913","21895","2192","21876","2473","75040","3877","84467","3884","82297","2425","91460","4216","18320","2288","1058812","5428"
"0500000US06071","San Bernardino County, California","2054506","3586","607375","7072","30888","3622","31035","2982","122056","4998","129967","4839","140045","4294","131232","5503","22152","3172","1447131","7862"
